motif	HGNC	sub_cluster
ZFP37.H13CORE.0.P.C	ZFP37	548
ZFP41.H13CORE.0.SM.B	ZFP41	549
ZFP42.H13CORE.0.PM.A	ZFP42	550
ZFP69.H13CORE.0.P.C	ZFP69	551
ZFP82.H13CORE.0.P.C	ZFP82	552
ZFP90.H13CORE.0.P.C	ZFP90	553
ZFP90.H13CORE.1.P.C	ZFP90	554
ZFP91.H13CORE.0.SGI.A	ZFP91	555
ZFX.H13CORE.0.P.B	ZFX	556
ZIC1.H13CORE.0.P.B	ZIC1	557
ZIC1.H13CORE.1.M.B	ZIC1	558
ZIC1.H13CORE.2.S.B	ZIC1	559
ZIC2.H13CORE.0.P.B	ZIC2	560
ZIC3.H13CORE.0.P.B	ZIC3	561
ZIC3.H13CORE.1.S.B	ZIC3	562
ZIC3.H13CORE.2.M.B	ZIC3	563
ZIC4.H13CORE.0.SM.B	ZIC4	564
ZIC5.H13CORE.0.P.B	ZIC5	565
ZIC5.H13CORE.1.M.C	ZIC5	566
ZIC5.H13CORE.2.S.C	ZIC5	567
ZIK1.H13CORE.0.P.C	ZIK1	568
ZIM3.H13CORE.0.P.B	ZIM3	569
ZKSC1.H13CORE.0.P.B	ZKSCAN1	570
ZKSC8.H13CORE.0.P.B	ZKSCAN8	571
ZKSC8.H13CORE.1.P.B	ZKSCAN8	572
ZKSCAN4.H13CORE.0.SG.A	ZKSCAN4	573
ZN100.H13CORE.0.P.B	ZNF100	574
ZN100.H13CORE.1.P.B	ZNF100	575
ZN121.H13CORE.0.P.B	ZNF121	576
ZN124.H13CORE.0.P.C	ZNF124	577
ZN133.H13CORE.0.P.B	ZNF133	578
ZN135.H13CORE.0.P.C	ZNF135	579
ZN136.H13CORE.0.P.B	ZNF136	580
ZN140.H13CORE.0.P.B	ZNF140	581
ZN140.H13CORE.1.SM.B	ZNF140	582
ZN141.H13CORE.0.P.C	ZNF141	583
ZN143.H13CORE.0.P.B	ZNF143	584
ZN148.H13CORE.0.P.B	ZNF148	585
ZN154.H13CORE.0.P.C	ZNF154	586
ZN157.H13CORE.0.P.B	ZNF157	587
ZN160.H13CORE.0.P.C	ZNF160	588
ZN165.H13CORE.0.P.C	ZNF165	589
ZN177.H13CORE.0.SM.B	ZNF177	590
ZN180.H13CORE.0.P.C	ZNF180	591
ZN184.H13CORE.0.P.B	ZNF184	592
ZN189.H13CORE.0.P.B	ZNF189	593
ZN189.H13CORE.1.P.B	ZNF189	594
ZN197.H13CORE.0.P.C	ZNF197	595
ZN205.H13CORE.0.P.C	ZNF205	596
ZN213.H13CORE.0.P.C	ZNF213	597
ZN214.H13CORE.0.P.B	ZNF214	598
ZN222.H13CORE.0.P.C	ZNF222	599
ZN223.H13CORE.0.P.C	ZNF223	600
ZN224.H13CORE.0.P.B	ZNF224	601
ZN239.H13CORE.0.P.C	ZNF239	602
ZN250.H13CORE.0.P.C	ZNF250	603
ZN250.H13CORE.1.M.C	ZNF250	604
ZN254.H13CORE.0.P.C	ZNF254	605
ZN257.H13CORE.0.P.B	ZNF257	606
ZN260.H13CORE.0.P.C	ZNF260	607
ZN263.H13CORE.0.PM.A	ZNF263	608
ZN263.H13CORE.1.P.B	ZNF263	609
ZN264.H13CORE.0.P.B	ZNF264	610
ZN266.H13CORE.0.P.B	ZNF266	611
ZN267.H13CORE.0.P.C	ZNF267	612
ZN273.H13CORE.0.P.C	ZNF273	613
ZN274.H13CORE.0.SM.B	ZNF274	614
ZN274.H13CORE.1.P.B	ZNF274	615
ZN274.H13CORE.2.P.B	ZNF274	616
ZN276.H13CORE.0.SM.B	ZNF276	617
ZN281.H13CORE.0.P.B	ZNF281	618
ZN281.H13CORE.1.SM.B	ZNF281	619
ZN282.H13CORE.0.P.B	ZNF282	620
ZN283.H13CORE.0.P.C	ZNF283	621
ZN284.H13CORE.0.P.C	ZNF284	622
ZN285.H13CORE.0.P.C	ZNF285	623
ZN302.H13CORE.0.P.B	ZNF302	624
ZN317.H13CORE.0.P.B	ZNF317	625
ZN317.H13CORE.1.P.B	ZNF317	626
ZN320.H13CORE.0.P.B	ZNF320	627
ZN320.H13CORE.1.P.B	ZNF320	628
ZN322.H13CORE.0.P.C	ZNF322	629
ZN329.H13CORE.0.P.C	ZNF329	630
ZN329.H13CORE.1.P.C	ZNF329	631
ZN331.H13CORE.0.P.B	ZNF331	632
ZN333.H13CORE.0.P.C	ZNF333	633
ZN337.H13CORE.0.P.C	ZNF337	634
ZN33B.H13CORE.0.P.C	ZNF33B	635
ZN343.H13CORE.0.PSM.A	ZNF343	636
ZN350.H13CORE.0.P.B	ZNF350	637
ZN362.H13CORE.0.P.C	ZNF362	638
ZN383.H13CORE.0.P.C	ZNF383	639
ZN384.H13CORE.0.PSM.A	ZNF384	640
ZN394.H13CORE.0.P.C	ZNF394	641
ZN410.H13CORE.0.SM.B	ZNF410	642
ZN416.H13CORE.0.P.C	ZNF416	643
ZN425.H13CORE.0.P.C	ZNF425	644
ZN429.H13CORE.0.P.C	ZNF429	645
ZN430.H13CORE.0.P.C	ZNF430	646
ZN431.H13CORE.0.P.C	ZNF431	647
ZN432.H13CORE.0.P.C	ZNF432	648
ZN433.H13CORE.0.P.C	ZNF433	649
ZN433.H13CORE.1.P.C	ZNF433	650
ZN436.H13CORE.0.P.C	ZNF436	651
ZN440.H13CORE.0.P.C	ZNF440	652
ZN441.H13CORE.0.P.C	ZNF441	653
ZN441.H13CORE.1.P.C	ZNF441	654
ZN443.H13CORE.0.P.C	ZNF443	655
ZN444.H13CORE.0.S.C	ZNF444	656
ZN449.H13CORE.0.P.B	ZNF449	657
ZN449.H13CORE.1.S.C	ZNF449	658
ZN454.H13CORE.0.P.B	ZNF454	659
ZN454.H13CORE.1.SM.B	ZNF454	660
ZN460.H13CORE.0.S.C	ZNF460	661
ZN468.H13CORE.0.P.C	ZNF468	662
ZN479.H13CORE.0.P.C	ZNF479	663
ZN480.H13CORE.0.P.C	ZNF480	664
ZN480.H13CORE.1.P.C	ZNF480	665
ZN483.H13CORE.0.P.C	ZNF483	666
ZN484.H13CORE.0.P.C	ZNF484	667
ZN485.H13CORE.0.P.C	ZNF485	668
ZN490.H13CORE.0.P.C	ZNF490	669
ZN492.H13CORE.0.P.C	ZNF492	670
ZN502.H13CORE.0.P.C	ZNF502	671
ZN506.H13CORE.0.P.C	ZNF506	672
ZN524.H13CORE.0.S.B	ZNF524	673
ZN527.H13CORE.0.P.C	ZNF527	674
ZN528.H13CORE.0.P.B	ZNF528	675
ZN529.H13CORE.0.P.B	ZNF529	676
ZN530.H13CORE.0.P.B	ZNF530	677
ZN534.H13CORE.0.P.C	ZNF534	678
ZN534.H13CORE.1.P.C	ZNF534	679
ZN540.H13CORE.0.P.C	ZNF540	680
ZN543.H13CORE.0.P.C	ZNF543	681
ZN547.H13CORE.0.P.B	ZNF547	682
ZN548.H13CORE.0.P.B	ZNF548	683
ZN549.H13CORE.0.P.B	ZNF549	684
ZN550.H13CORE.0.P.C	ZNF550	685
ZN554.H13CORE.0.P.C	ZNF554	686
ZN554.H13CORE.1.P.C	ZNF554	687
ZN557.H13CORE.0.P.C	ZNF557	688
ZN558.H13CORE.0.P.B	ZNF558	689
ZN560.H13CORE.0.P.C	ZNF560	690
ZN561.H13CORE.0.P.C	ZNF561	691
ZN562.H13CORE.0.P.C	ZNF562	692
ZN563.H13CORE.0.P.C	ZNF563	693
ZN563.H13CORE.1.P.C	ZNF563	694
ZN564.H13CORE.0.P.C	ZNF564	695
ZN565.H13CORE.0.P.C	ZNF565	696
ZN566.H13CORE.0.P.C	ZNF566	697
ZN567.H13CORE.0.P.C	ZNF567	698
ZN570.H13CORE.0.P.C	ZNF570	699
ZN573.H13CORE.0.P.C	ZNF573	700
ZN577.H13CORE.0.P.B	ZNF577	701
ZN578.H13CORE.0.P.C	ZNF578	702
ZN582.H13CORE.0.P.C	ZNF582	703
ZN584.H13CORE.0.P.B	ZNF584	704
ZN584.H13CORE.1.P.C	ZNF584	705
ZN586.H13CORE.0.P.C	ZNF586	706
ZN595.H13CORE.0.P.C	ZNF595	707
ZN605.H13CORE.0.P.C	ZNF605	708
ZN610.H13CORE.0.P.B	ZNF610	709
ZN610.H13CORE.1.P.C	ZNF610	710
ZN611.H13CORE.0.P.C	ZNF611	711
ZN611.H13CORE.1.P.C	ZNF611	712
ZN613.H13CORE.0.P.C	ZNF613	713
ZN614.H13CORE.0.P.C	ZNF614	714
ZN615.H13CORE.0.P.C	ZNF615	715
ZN616.H13CORE.0.P.C	ZNF616	716
ZN621.H13CORE.0.P.C	ZNF621	717
ZN623.H13CORE.0.P.C	ZNF623	718
ZN626.H13CORE.0.P.C	ZNF626	719
ZN627.H13CORE.0.P.C	ZNF627	720
ZN649.H13CORE.0.P.C	ZNF649	721
ZN652.H13CORE.0.PS.A	ZNF652	722
ZN660.H13CORE.0.SM.B	ZNF660	723
ZN662.H13CORE.0.P.C	ZNF662	724
ZN664.H13CORE.0.P.C	ZNF664	725
ZN664.H13CORE.1.P.C	ZNF664	726
ZN667.H13CORE.0.P.C	ZNF667	727
ZN667.H13CORE.1.P.C	ZNF667	728
ZN669.H13CORE.0.P.B	ZNF669	729
ZN669.H13CORE.1.P.C	ZNF669	730
ZN675.H13CORE.0.P.C	ZNF675	731
ZN677.H13CORE.0.P.C	ZNF677	732
ZN680.H13CORE.0.P.B	ZNF680	733
ZN681.H13CORE.0.P.C	ZNF681	734
ZN682.H13CORE.0.P.B	ZNF682	735
ZN682.H13CORE.1.P.B	ZNF682	736
ZN684.H13CORE.0.P.C	ZNF684	737
ZN684.H13CORE.1.M.C	ZNF684	738
ZN692.H13CORE.0.P.C	ZNF692	739
ZN701.H13CORE.0.P.B	ZNF701	740
ZN701.H13CORE.1.P.B	ZNF701	741
ZN707.H13CORE.0.P.B	ZNF707	742
ZN708.H13CORE.0.P.B	ZNF708	743
ZN708.H13CORE.1.P.B	ZNF708	744
ZN713.H13CORE.0.SM.B	ZNF713	745
ZN714.H13CORE.0.P.C	ZNF714	746
ZN716.H13CORE.0.P.C	ZNF716	747
ZN716.H13CORE.1.P.C	ZNF716	748
ZN730.H13CORE.0.P.C	ZNF730	749
ZN736.H13CORE.0.P.C	ZNF736	750
ZN749.H13CORE.0.P.C	ZNF749	751
ZN749.H13CORE.1.P.C	ZNF749	752
ZN75A.H13CORE.0.SM.B	ZNF75A	753
ZN75D.H13CORE.0.P.B	ZNF75D	754
ZN75D.H13CORE.1.P.B	ZNF75D	755
ZN765.H13CORE.0.P.C	ZNF765	756
ZN766.H13CORE.0.P.B	ZNF766	757
ZN766.H13CORE.1.P.B	ZNF766	758
ZN768.H13CORE.0.P.B	ZNF768	759
ZN768.H13CORE.1.P.B	ZNF768	760
ZN771.H13CORE.0.SM.B	ZNF771	761
ZN776.H13CORE.0.P.C	ZNF776	762
ZN782.H13CORE.0.P.C	ZNF782	763
ZN789.H13CORE.0.P.C	ZNF789	764
ZN790.H13CORE.0.P.C	ZNF790	765
ZN790.H13CORE.1.P.C	ZNF790	766
ZN791.H13CORE.0.P.C	ZNF791	767
ZN793.H13CORE.0.P.B	ZNF793	768
ZN793.H13CORE.1.P.C	ZNF793	769
ZN799.H13CORE.0.P.C	ZNF799	770
ZN805.H13CORE.0.P.C	ZNF805	771
ZN816.H13CORE.0.P.B	ZNF816	772
ZN816.H13CORE.1.P.C	ZNF816	773
ZN823.H13CORE.0.P.C	ZNF823	774
ZN860.H13CORE.0.P.C	ZNF860	775
ZN875.H13CORE.0.P.C	ZNF875	776
ZN879.H13CORE.0.P.C	ZNF879	777
ZN880.H13CORE.0.P.C	ZNF880	778
ZN891.H13CORE.0.P.C	ZNF891	779
ZNF10.H13CORE.0.P.C	ZNF10	780
ZNF107.H13CORE.0.PSGI.A	ZNF107	781
ZNF12.H13CORE.0.P.C	ZNF12	782
ZNF12.H13CORE.1.M.C	ZNF12	783
ZNF12.H13CORE.2.S.C	ZNF12	784
ZNF131.H13CORE.0.PSGI.A	ZNF131	785
ZNF14.H13CORE.0.P.C	ZNF14	786
ZNF16.H13CORE.0.P.C	ZNF16	787
ZNF160.H13CORE.0.SG.A	ZNF160	788
ZNF18.H13CORE.0.P.B	ZNF18	789
ZNF20.H13CORE.0.PSG.A	ZNF20	790
ZNF208.H13CORE.0.SGI.A	ZNF208	791
ZNF215.H13CORE.0.PSG.A	ZNF215	792
ZNF226.H13CORE.0.PSGI.A	ZNF226	793
ZNF229.H13CORE.0.SG.A	ZNF229	794
ZNF23.H13CORE.0.P.C	ZNF23	795
ZNF233.H13CORE.0.PG.A	ZNF233	796
ZNF234.H13CORE.0.PSG.A	ZNF234	797
ZNF24.H13CORE.0.P.B	ZNF24	798
ZNF26.H13CORE.0.P.B	ZNF26	799
ZNF26.H13CORE.1.P.B	ZNF26	800
ZNF275.H13CORE.0.SG.A	ZNF275	801
ZNF28.H13CORE.0.P.C	ZNF28	802
ZNF286B.H13CORE.0.PSG.A	ZNF286B	803
ZNF3.H13CORE.0.P.B	ZNF3	804
ZNF30.H13CORE.0.P.C	ZNF30	805
ZNF32.H13CORE.0.SM.B	ZNF32	806
ZNF34.H13CORE.0.P.C	ZNF34	807
ZNF347.H13CORE.0.PSGI.A	ZNF347	808
ZNF35.H13CORE.0.P.C	ZNF35	809
ZNF35.H13CORE.1.P.C	ZNF35	810
ZNF358.H13CORE.0.SG.A	ZNF358	811
ZNF362.H13CORE.0.PSGI.A	ZNF362	812
ZNF41.H13CORE.0.P.C	ZNF41	813
ZNF41.H13CORE.1.P.C	ZNF41	814
ZNF43.H13CORE.0.PSGI.A	ZNF43	815
ZNF44.H13CORE.0.P.C	ZNF44	816
ZNF470.H13CORE.0.PSG.A	ZNF470	817
ZNF471.H13CORE.0.PSG.A	ZNF471	818
ZNF493.H13CORE.0.PSGI.A	ZNF493	819
ZNF497.H13CORE.0.SG.A	ZNF497	820
ZNF500.H13CORE.0.PSGI.A	ZNF500	821
ZNF551.H13CORE.0.PSG.A	ZNF551	822
ZNF568.H13CORE.0.SG.A	ZNF568	823
ZNF569.H13CORE.0.SG.A	ZNF569	824
ZNF57.H13CORE.0.PSG.A	ZNF57	825
ZNF575.H13CORE.0.PSG.A	ZNF575	826
ZNF623.H13CORE.0.PG.A	ZNF623	827
ZNF648.H13CORE.0.PSGI.A	ZNF648	828
ZNF66.H13CORE.0.PG.A	ZNF66	829
ZNF665.H13CORE.0.PSG.A	ZNF665	830
ZNF672.H13CORE.0.PSG.A	ZNF672	831
ZNF676.H13CORE.0.PSG.A	ZNF676	832
ZNF678.H13CORE.0.PSG.A	ZNF678	833
ZNF683.H13CORE.0.PSG.A	ZNF683	834
ZNF689.H13CORE.0.PSG.A	ZNF689	835
ZNF696.H13CORE.0.PSG.A	ZNF696	836
ZNF699.H13CORE.0.PSG.A	ZNF699	837
ZNF7.H13CORE.0.P.B	ZNF7	838
ZNF70.H13CORE.0.PSG.A	ZNF70	839
ZNF700.H13CORE.0.PSG.A	ZNF700	840
ZNF705EP.H13CORE.0.P.B	ZNF705EP	841
ZNF709.H13CORE.0.P.C	ZNF709	842
ZNF721.H13CORE.0.PSG.A	ZNF721	843
ZNF724.H13CORE.0.PSG.A	ZNF724	844
ZNF726.H13CORE.0.PSGI.A	ZNF726	845
ZNF728.H13CORE.0.PSG.A	ZNF728	846
ZNF729.H13CORE.0.SG.A	ZNF729	847
ZNF732.H13CORE.0.PSG.A	ZNF732	848
ZNF74.H13CORE.0.P.C	ZNF74	849
ZNF746.H13CORE.0.PSG.A	ZNF746	850
ZNF76.H13CORE.0.P.B	ZNF76	851
ZNF76.H13CORE.1.SM.B	ZNF76	852
ZNF77.H13CORE.0.P.C	ZNF77	853
ZNF773.H13CORE.0.PG.A	ZNF773	854
ZNF780B.H13CORE.0.PSGI.A	ZNF780B	855
ZNF79.H13CORE.0.P.C	ZNF79	856
ZNF81.H13CORE.0.P.C	ZNF81	857
ZNF813.H13CORE.0.SG.A	ZNF813	858
ZNF83.H13CORE.0.G.C	ZNF83	859
ZNF836.H13CORE.0.PSG.A	ZNF836	860
ZNF841.H13CORE.0.PSGI.A	ZNF841	861
ZNF845.H13CORE.0.PSG.A	ZNF845	862
ZNF85.H13CORE.0.P.B	ZNF85	863
ZNF85.H13CORE.1.P.B	ZNF85	864
ZNF850.H13CORE.0.PSG.A	ZNF850	865
ZNF853.H13CORE.0.SG.A	ZNF853	866
ZNF865.H13CORE.0.PSG.A	ZNF865	867
ZNF878.H13CORE.0.PS.A	ZNF878	868
ZNF888.H13CORE.0.P.B	ZNF888	869
ZNF90.H13CORE.0.P.C	ZNF90	870
ZNF92.H13CORE.0.P.B	ZNF92	871
ZSA5A.H13CORE.0.SM.B	ZSCAN5A	872
ZSA5C.H13CORE.0.P.C	ZSCAN5C	873
ZSC16.H13CORE.0.PSM.A	ZSCAN16	874
ZSC21.H13CORE.0.P.C	ZSCAN21	875
ZSC22.H13CORE.0.P.C	ZSCAN22	876
ZSC23.H13CORE.0.M.C	ZSCAN23	877
ZSC29.H13CORE.0.P.B	ZSCAN29	878
ZSC29.H13CORE.1.M.C	ZSCAN29	879
ZSC31.H13CORE.0.P.C	ZSCAN31	880
ZSC31.H13CORE.1.SM.B	ZSCAN31	881
ZSCA4.H13CORE.0.SM.B	ZSCAN4	882
ZSCAN12.H13CORE.0.P.B	ZSCAN12	883
ZSCAN2.H13CORE.0.PG.A	ZSCAN2	884
ZSCAN25.H13CORE.0.PSG.A	ZSCAN25	885
ZXDA.H13CORE.0.PSI.A	ZXDA	886
ZXDB.H13CORE.0.PI.A	ZXDB	887
ZXDC.H13CORE.0.PI.A	ZXDC	888
CASZ1.H13CORE.0.SGI.A	CASZ1	889
E4F1.H13CORE.0.P.B	E4F1	890
FIZ1.H13CORE.0.PSGI.A	FIZ1	891
FLYWCH1.H13CORE.0.PSGB.A	FLYWCH1	892
HIC1.H13CORE.0.PSM.A	HIC1	893
HIC2.H13CORE.0.P.B	HIC2	894
HINFP.H13CORE.0.P.B	HINFP	895
HINFP.H13CORE.1.P.B	HINFP	896
HINFP.H13CORE.2.S.B	HINFP	897
MAZ.H13CORE.0.P.B	MAZ	898
MAZ.H13CORE.1.P.B	MAZ	899
PATZ1.H13CORE.0.P.B	PATZ1	900
PATZ1.H13CORE.1.P.C	PATZ1	901
PRD13.H13CORE.0.P.B	PRDM13	902
PRD15.H13CORE.0.P.B	PRDM15	903
PRD16.H13CORE.0.P.B	PRDM16	904
PRDM10.H13CORE.0.PSGI.A	PRDM10	905
PRDM13.H13CORE.0.PSGI.A	PRDM13	906
PRDM4.H13CORE.0.PSM.A	PRDM4	907
PRDM9.H13CORE.0.P.B	PRDM9	908
REST.H13CORE.0.P.B	REST	909
RLF.H13CORE.0.PSGI.A	RLF	910
SALL1.H13CORE.0.P.C	SALL1	911
SALL3.H13CORE.0.PSG.A	SALL3	912
SALL4.H13CORE.0.P.B	SALL4	913
VEZF1.H13CORE.0.P.C	VEZF1	914
VEZF1.H13CORE.1.P.B	VEZF1	915
ZBT17.H13CORE.0.P.B	ZBTB17	916
ZBTB2.H13CORE.0.SM.B	ZBTB2	917
ZBTB41.H13CORE.0.PSG.A	ZBTB41	918
ZFAT.H13CORE.0.PSGI.A	ZFAT	919
ZFP57.H13CORE.0.P.B	ZFP57	920
ZKSC5.H13CORE.0.P.C	ZKSCAN5	921
ZN101.H13CORE.0.P.C	ZNF101	922
ZN112.H13CORE.0.P.C	ZNF112	923
ZN132.H13CORE.0.P.C	ZNF132	924
ZN134.H13CORE.0.P.C	ZNF134	925
ZN134.H13CORE.1.P.C	ZNF134	926
ZN211.H13CORE.0.P.B	ZNF211	927
ZN211.H13CORE.1.P.C	ZNF211	928
ZN248.H13CORE.0.P.B	ZNF248	929
ZN251.H13CORE.0.P.C	ZNF251	930
ZN296.H13CORE.0.S.C	ZNF296	931
ZN304.H13CORE.0.P.C	ZNF304	932
ZN316.H13CORE.0.P.C	ZNF316	933
ZN335.H13CORE.0.P.B	ZNF335	934
ZN335.H13CORE.1.P.D	ZNF335	935
ZN341.H13CORE.0.P.B	ZNF341	936
ZN341.H13CORE.1.P.B	ZNF341	937
ZN37A.H13CORE.0.P.B	ZNF37A	938
ZN382.H13CORE.0.P.B	ZNF382	939
ZN407.H13CORE.0.P.B	ZNF407	940
ZN417.H13CORE.0.P.C	ZNF417	941
ZN418.H13CORE.0.P.B	ZNF418	942
ZN423.H13CORE.0.P.C	ZNF423	943
ZN467.H13CORE.0.P.C	ZNF467	944
ZN510.H13CORE.0.P.C	ZNF510	945
ZN510.H13CORE.1.P.C	ZNF510	946
ZN519.H13CORE.0.P.C	ZNF519	947
ZN574.H13CORE.0.P.B	ZNF574	948
ZN587.H13CORE.0.P.C	ZNF587	949
ZN671.H13CORE.0.P.C	ZNF671	950
ZN674.H13CORE.0.P.C	ZNF674	951
ZN711.H13CORE.0.P.C	ZNF711	952
ZN770.H13CORE.0.P.B	ZNF770	953
ZN770.H13CORE.1.P.B	ZNF770	954
ZN778.H13CORE.0.P.C	ZNF778	955
ZN778.H13CORE.1.P.B	ZNF778	956
ZN784.H13CORE.0.SM.B	ZNF784	957
ZN787.H13CORE.0.M.C	ZNF787	958
ZN787.H13CORE.1.S.C	ZNF787	959
ZNF142.H13CORE.0.PSGI.A	ZNF142	960
ZNF251.H13CORE.0.PSGI.A	ZNF251	961
ZNF292.H13CORE.0.PSG.A	ZNF292	962
ZNF335.H13CORE.0.PSG.A	ZNF335	963
